Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1164	:	1762196813.669	    38.884	0	0	0	0	conjuge -vI laisser
1084	:	1762196801.770	    50.976	0	0	0	0	conjuge -vI imager
1078	:	1762196801.326	    51.434	0	0	0	0	conjuge -vI humilier
1172	:	1762196814.573	    38.196	0	0	0	0	conjuge -vI laver
1168	:	1762196814.420	    38.511	0	0	0	0	conjuge -vI languir
1117	:	1762196806.785	    46.340	0	0	0	0	conjuge -vI insister
1178	:	1762196815.210	    37.990	0	0	0	0	conjuge -vI lever
1167	:	1762196814.343	    38.881	0	0	0	0	conjuge -vI lancer
1092	:	1762196803.906	    49.508	0	0	0	0	conjuge -vI 'implémenter'
1086	:	1762196801.988	    51.437	0	0	0	0	conjuge -vI imiter
1177	:	1762196815.184	    38.365	0	0	0	0	conjuge -vI leurrer
1134	:	1762196808.659	    45.088	0	0	0	0	conjuge -vI intriguer
1120	:	1762196806.854	    47.208	0	0	0	0	conjuge -vI instruire
1184	:	1762196816.566	    37.736	0	0	0	0	conjuge -vI lister
1175	:	1762196814.868	    39.523	0	0	0	0	conjuge -vI 'léguer'
1049	:	1762196797.140	    57.323	0	0	0	0	conjuge -vI habiter
1146	:	1762196810.691	    43.885	0	0	0	0	conjuge -vI jalouser
1093	:	1762196803.930	    51.145	0	0	0	0	conjuge -vI impliquer
1183	:	1762196816.422	    38.703	0	0	0	0	conjuge -vI lire
1122	:	1762196807.320	    47.824	0	0	0	0	conjuge -vI intensifier
1144	:	1762196810.063	    45.194	0	0	0	0	conjuge -vI issir
1185	:	1762196816.604	    38.875	0	0	0	0	conjuge -vI livrer
1190	:	1762196817.586	    37.917	0	0	0	0	conjuge -vI louper
1182	:	1762196816.288	    39.257	0	0	0	0	conjuge -vI limiter
1180	:	1762196815.597	    39.979	0	0	0	0	conjuge -vI licencier
1191	:	1762196817.652	    38.187	0	0	0	0	conjuge -vI louvoyer
1186	:	1762196816.809	    39.198	0	0	0	0	conjuge -vI loger
1195	:	1762196817.966	    38.652	0	0	0	0	conjuge -vI lutter
1198	:	1762196818.161	    38.486	0	0	0	0	conjuge -vI maigrir
1189	:	1762196817.330	    39.421	0	0	0	0	conjuge -vI louer
1181	:	1762196815.879	    40.996	0	0	0	0	conjuge -vI lier
1199	:	1762196818.758	    39.768	0	0	0	0	conjuge -vI maintenir
1137	:	1762196809.030	    49.620	0	0	0	0	conjuge -vI inverser
1110	:	1762196805.590	    53.438	0	0	0	0	conjuge -vI inhiber
1203	:	1762196819.745	    39.761	0	0	0	0	conjuge -vI manger
1141	:	1762196809.702	    50.404	0	0	0	0	conjuge -vI ioder
1207	:	1762196820.218	    40.028	0	0	0	0	conjuge -vI manquer
1209	:	1762196820.458	    40.305	0	0	0	0	conjuge -vI marcher
1142	:	1762196809.750	    51.030	0	0	0	0	conjuge -vI irriter
1171	:	1762196814.549	    46.381	0	0	0	0	conjuge -vI lasser
1163	:	1762196813.653	    47.333	0	0	0	0	conjuge -vI lainer
1160	:	1762196813.034	    48.006	0	0	0	0	conjuge -vI koter
1208	:	1762196820.261	    40.927	0	0	0	0	conjuge -vI maquiller
1158	:	1762196812.499	    48.998	0	0	0	0	conjuge -vI juter
1166	:	1762196813.907	    47.622	0	0	0	0	conjuge -vI lamer
1193	:	1762196817.806	    43.740	0	0	0	0	conjuge -vI luire
1192	:	1762196817.700	    43.963	0	0	0	0	conjuge -vI lover
1153	:	1762196811.739	    50.534	0	0	0	0	conjuge -vI jongler
1155	:	1762196812.286	    50.144	0	0	0	0	conjuge -vI juger
1210	:	1762196820.501	    41.991	0	0	0	0	conjuge -vI marier
1156	:	1762196812.421	    50.631	0	0	0	0	conjuge -vI jurer
1165	:	1762196813.807	    49.320	0	0	0	0	conjuge -vI lamenter
1176	:	1762196814.999	    49.109	0	0	0	0	conjuge -vI 'léser'
1223	:	1762196823.541	    40.677	0	0	0	0	conjuge -vI 'mélanger'
1159	:	1762196812.630	    51.991	0	0	0	0	conjuge -vI kiffer
1206	:	1762196820.062	    45.131	0	0	0	0	conjuge -vI manipuler
1227	:	1762196824.352	    40.872	0	0	0	0	conjuge -vI mendier
1179	:	1762196815.491	    49.924	0	0	0	0	conjuge -vI 'libérer'
1232	:	1762196825.650	    39.847	0	0	0	0	conjuge -vI 'mériter'
1225	:	1762196823.703	    42.077	0	0	0	0	conjuge -vI menacer
1169	:	1762196814.445	    51.417	0	0	0	0	conjuge -vI laper
1187	:	1762196817.089	    49.157	0	0	0	0	conjuge -vI longer
1229	:	1762196824.663	    41.600	0	0	0	0	conjuge -vI mentionner
1230	:	1762196825.242	    41.023	0	0	0	0	conjuge -vI mentir
1202	:	1762196819.487	    46.893	0	0	0	0	conjuge -vI mander
1243	:	1762196826.749	    39.648	0	0	0	0	conjuge -vI mincir
1228	:	1762196824.406	    42.036	0	0	0	0	conjuge -vI mener
1235	:	1762196825.871	    40.782	0	0	0	0	conjuge -vI 'métrer'
1173	:	1762196814.590	    52.276	0	0	0	0	conjuge -vI layer
1170	:	1762196814.460	    52.417	0	0	0	0	conjuge -vI larguer
1246	:	1762196827.480	    39.688	0	0	0	0	conjuge -vI miser
1236	:	1762196825.980	    41.299	0	0	0	0	conjuge -vI mettre
1338	:	1762196842.746	    24.638	0	0	0	0	conjuge -vI 'paraître'
1352	:	1762196845.624	    22.155	0	0	0	0	conjuge -vI passionner
1240	:	1762196826.283	    41.529	0	0	0	0	conjuge -vI migrer
1194	:	1762196817.931	    50.128	0	0	0	0	conjuge -vI luter
1242	:	1762196826.658	    41.924	0	0	0	0	conjuge -vI mimer
1247	:	1762196827.501	    41.269	0	0	0	0	conjuge -vI modeler
1245	:	1762196826.945	    41.857	0	0	0	0	conjuge -vI mirer
1249	:	1762196827.694	    41.302	0	0	0	0	conjuge -vI modifier
1205	:	1762196820.033	    49.118	0	0	0	0	conjuge -vI manifester
1248	:	1762196827.627	    42.011	0	0	0	0	conjuge -vI 'modérer'
1250	:	1762196827.962	    41.786	0	0	0	0	conjuge -vI moisir
1201	:	1762196819.373	    51.041	0	0	0	0	conjuge -vI manager
1256	:	1762196829.026	    41.542	0	0	0	0	conjuge -vI mordre
1253	:	1762196828.189	    42.894	0	0	0	0	conjuge -vI monter
1287	:	1762196834.576	    36.555	0	0	0	0	conjuge -vI nominer
1231	:	1762196825.265	    46.033	0	0	0	0	conjuge -vI 'méprendre'
1258	:	1762196829.257	    42.161	0	0	0	0	conjuge -vI motiver
1265	:	1762196830.470	    41.203	0	0	0	0	conjuge -vI mouvoir
1197	:	1762196818.153	    53.536	0	0	0	0	conjuge -vI 'mâcher'
1260	:	1762196829.963	    41.851	0	0	0	0	conjuge -vI moudre
1267	:	1762196830.548	    41.559	0	0	0	0	conjuge -vI multiplier
1204	:	1762196819.913	    52.218	0	0	0	0	conjuge -vI manier
1217	:	1762196822.034	    50.221	0	0	0	0	conjuge -vI maudire
1268	:	1762196830.585	    41.761	0	0	0	0	conjuge -vI munir
1222	:	1762196823.336	    49.199	0	0	0	0	conjuge -vI 'méfier'
1196	:	1762196818.014	    54.692	0	0	0	0	conjuge -vI luxer
1293	:	1762196835.738	    36.986	0	0	0	0	conjuge -vI noyer
1387	:	1762196850.405	    22.332	0	0	0	0	conjuge -vI photographier
1271	:	1762196831.274	    41.475	0	0	0	0	conjuge -vI murmurer
1263	:	1762196830.282	    42.578	0	0	0	0	conjuge -vI mourir
1188	:	1762196817.301	    55.836	0	0	0	0	conjuge -vI lotir
1294	:	1762196836.417	    36.849	0	0	0	0	conjuge -vI nuer
1273	:	1762196832.268	    41.174	0	0	0	0	conjuge -vI muter
1226	:	1762196824.028	    49.440	0	0	0	0	conjuge -vI 'ménager'
1220	:	1762196822.408	    51.108	0	0	0	0	conjuge -vI 'médire'
1212	:	1762196821.147	    52.389	0	0	0	0	conjuge -vI marrer
1275	:	1762196832.496	    41.059	0	0	0	0	conjuge -vI 'naître'
1276	:	1762196832.789	    40.855	0	0	0	0	conjuge -vI narguer
1277	:	1762196833.244	    40.572	0	0	0	0	conjuge -vI narrer
1302	:	1762196837.673	    36.437	0	0	0	0	conjuge -vI obtenir
1278	:	1762196833.276	    40.940	0	0	0	0	conjuge -vI naviguer
1306	:	1762196837.949	    36.301	0	0	0	0	conjuge -vI occuper
1281	:	1762196833.632	    40.648	0	0	0	0	conjuge -vI 'négocier'
1505	:	1762196873.521	     0.774	0	0	0	0	conjuge -vI ranger
1274	:	1762196832.479	    41.927	0	0	0	0	conjuge -vI nager
1312	:	1762196838.919	    35.529	0	0	0	0	conjuge -vI offrir
1215	:	1762196821.922	    52.617	0	0	0	0	conjuge -vI mater
1282	:	1762196833.781	    40.912	0	0	0	0	conjuge -vI neiger
1286	:	1762196834.445	    40.268	0	0	0	0	conjuge -vI noircir
1216	:	1762196822.024	    52.749	0	0	0	0	conjuge -vI 'mâter'
1309	:	1762196838.618	    36.221	0	0	0	0	conjuge -vI oeuvrer
1214	:	1762196821.612	    53.495	0	0	0	0	conjuge -vI masser
1129	:	1762196808.390	    66.763	0	0	0	0	conjuge -vI interroger
1283	:	1762196834.036	    41.128	0	0	0	0	conjuge -vI nettoyer
1285	:	1762196834.312	    40.853	0	0	0	0	conjuge -vI niveler
1218	:	1762196822.159	    53.486	0	0	0	0	conjuge -vI 'maugréer'
1213	:	1762196821.603	    54.434	0	0	0	0	conjuge -vI marteler
1219	:	1762196822.295	    53.784	0	0	0	0	conjuge -vI 'mécroire'
1211	:	1762196820.787	    55.401	0	0	0	0	conjuge -vI marquer
1288	:	1762196834.867	    41.459	0	0	0	0	conjuge -vI nommer
1262	:	1762196830.256	    46.134	0	0	0	0	conjuge -vI mouler
1295	:	1762196836.492	    40.039	0	0	0	0	conjuge -vI nuire
1292	:	1762196835.591	    40.948	0	0	0	0	conjuge -vI nourrir
1296	:	1762196836.728	    39.841	0	0	0	0	conjuge -vI 'obéir'
1300	:	1762196837.340	    39.535	0	0	0	0	conjuge -vI observer
1298	:	1762196837.204	    39.673	0	0	0	0	conjuge -vI obscurcir
1299	:	1762196837.313	    39.773	0	0	0	0	conjuge -vI 'obséder'
1303	:	1762196837.693	    39.484	0	0	0	0	conjuge -vI occasionner
1335	:	1762196842.546	    35.079	0	0	0	0	conjuge -vI paner
1304	:	1762196837.704	    40.020	0	0	0	0	conjuge -vI occire
1239	:	1762196826.172	    52.552	0	0	0	0	conjuge -vI miauler
1349	:	1762196845.149	    33.674	0	0	0	0	conjuge -vI partir
1257	:	1762196829.132	    49.693	0	0	0	0	conjuge -vI morfondre
1224	:	1762196823.641	    55.273	0	0	0	0	conjuge -vI 'mêler'
1233	:	1762196825.852	    53.145	0	0	0	0	conjuge -vI messeoir
1251	:	1762196827.978	    51.663	0	0	0	0	conjuge -vI mollir
1291	:	1762196835.558	    44.464	0	0	0	0	conjuge -vI nouer
1313	:	1762196839.094	    41.001	0	0	0	0	conjuge -vI oindre
1314	:	1762196839.333	    41.075	0	0	0	0	conjuge -vI omettre
1238	:	1762196826.160	    54.468	0	0	0	0	conjuge -vI meurtrir
1259	:	1762196829.771	    50.996	0	0	0	0	conjuge -vI moucher
1269	:	1762196830.765	    50.178	0	0	0	0	conjuge -vI murer
1289	:	1762196835.233	    45.872	0	0	0	0	conjuge -vI noter
1315	:	1762196839.944	    41.253	0	0	0	0	conjuge -vI 'opérer'
1519	:	1762196874.728	     6.485	0	0	0	0	conjuge -vI rattraper
1254	:	1762196828.826	    52.486	0	0	0	0	conjuge -vI montrer
1320	:	1762196840.653	    40.797	0	0	0	0	conjuge -vI orienter
1284	:	1762196834.248	    47.345	0	0	0	0	conjuge -vI nier
1316	:	1762196839.997	    41.684	0	0	0	0	conjuge -vI opposer
1322	:	1762196841.050	    40.906	0	0	0	0	conjuge -vI osciller
1270	:	1762196831.257	    50.749	0	0	0	0	conjuge -vI 'mûrir'
1317	:	1762196840.158	    42.071	0	0	0	0	conjuge -vI opter
1237	:	1762196826.018	    56.288	0	0	0	0	conjuge -vI meuler
1323	:	1762196841.057	    41.281	0	0	0	0	conjuge -vI oser
1368	:	1762196847.653	    34.713	0	0	0	0	conjuge -vI peler
1332	:	1762196841.969	    40.725	0	0	0	0	conjuge -vI 'paître'
1374	:	1762196848.624	    34.088	0	0	0	0	conjuge -vI percer
1324	:	1762196841.104	    41.708	0	0	0	0	conjuge -vI 'ôter'
1376	:	1762196848.694	    34.141	0	0	0	0	conjuge -vI perdre
1325	:	1762196841.282	    41.654	0	0	0	0	conjuge -vI oublier
1329	:	1762196841.713	    41.583	0	0	0	0	conjuge -vI ouvrir
1328	:	1762196841.646	    41.726	0	0	0	0	conjuge -vI ouvrer
1382	:	1762196849.881	    33.510	0	0	0	0	conjuge -vI persister
1255	:	1762196828.919	    55.057	0	0	0	0	conjuge -vI moquer
1266	:	1762196830.512	    53.470	0	0	0	0	conjuge -vI muer
1339	:	1762196842.870	    41.523	0	0	0	0	conjuge -vI 'paramétrer'
1264	:	1762196830.332	    54.062	0	0	0	0	conjuge -vI mouver
1261	:	1762196830.021	    54.851	0	0	0	0	conjuge -vI mouiller
1252	:	1762196828.073	    56.973	0	0	0	0	conjuge -vI monnayer
1341	:	1762196843.013	    42.190	0	0	0	0	conjuge -vI pardonner
1343	:	1762196844.002	    41.232	0	0	0	0	conjuge -vI parfaire
1347	:	1762196844.871	    40.539	0	0	0	0	conjuge -vI partager
1344	:	1762196844.021	    41.419	0	0	0	0	conjuge -vI parier
1346	:	1762196844.599	    40.976	0	0	0	0	conjuge -vI parrainer
1345	:	1762196844.360	    41.495	0	0	0	0	conjuge -vI parler
1348	:	1762196844.980	    41.000	0	0	0	0	conjuge -vI participer
1361	:	1762196847.013	    39.007	0	0	0	0	conjuge -vI 'pêcher'
1280	:	1762196833.467	    52.558	0	0	0	0	conjuge -vI 'négliger'
1353	:	1762196845.667	    40.398	0	0	0	0	conjuge -vI 'pâter'
1340	:	1762196842.918	    43.235	0	0	0	0	conjuge -vI parcourir
1279	:	1762196833.387	    52.766	0	0	0	0	conjuge -vI 'nécessiter'
1350	:	1762196845.182	    40.982	0	0	0	0	conjuge -vI parvenir
1355	:	1762196846.057	    40.486	0	0	0	0	conjuge -vI patiner
1410	:	1762196853.755	    32.868	0	0	0	0	conjuge -vI polluer
1354	:	1762196845.682	    41.048	0	0	0	0	conjuge -vI patienter
1359	:	1762196846.617	    40.130	0	0	0	0	conjuge -vI payer
1362	:	1762196847.081	    39.901	0	0	0	0	conjuge -vI 'pécher'
1365	:	1762196847.391	    39.730	0	0	0	0	conjuge -vI peindre
1367	:	1762196847.580	    39.641	0	0	0	0	conjuge -vI peinturer
1369	:	1762196847.692	    39.594	0	0	0	0	conjuge -vI pelleter
1408	:	1762196853.430	    33.866	0	0	0	0	conjuge -vI pointer
1364	:	1762196847.270	    40.072	0	0	0	0	conjuge -vI peigner
1415	:	1762196854.595	    33.000	0	0	0	0	conjuge -vI 'posséder'
1371	:	1762196848.286	    39.411	0	0	0	0	conjuge -vI pendre
1360	:	1762196846.659	    41.091	0	0	0	0	conjuge -vI peaufiner
1417	:	1762196855.135	    32.651	0	0	0	0	conjuge -vI postuler
1377	:	1762196848.803	    39.120	0	0	0	0	conjuge -vI perdurer
1363	:	1762196847.121	    40.945	0	0	0	0	conjuge -vI 'pédaler'
1366	:	1762196847.563	    40.522	0	0	0	0	conjuge -vI peiner
1310	:	1762196838.827	    49.509	0	0	0	0	conjuge -vI offenser
1423	:	1762196855.583	    32.913	0	0	0	0	conjuge -vI pouvoir
1420	:	1762196855.494	    33.227	0	0	0	0	conjuge -vI poursuivre
1221	:	1762196823.184	    65.546	0	0	0	0	conjuge -vI 'méditer'
1375	:	1762196848.632	    40.130	0	0	0	0	conjuge -vI percevoir
1373	:	1762196848.421	    40.433	0	0	0	0	conjuge -vI penser
1380	:	1762196849.577	    39.346	0	0	0	0	conjuge -vI permettre
1290	:	1762196835.541	    53.443	0	0	0	0	conjuge -vI notifier
1381	:	1762196849.755	    39.315	0	0	0	0	conjuge -vI 'persévérer'
1383	:	1762196850.015	    39.143	0	0	0	0	conjuge -vI persuader
1311	:	1762196838.844	    50.365	0	0	0	0	conjuge -vI officier
1326	:	1762196841.552	    47.794	0	0	0	0	conjuge -vI 'ouïr'
1379	:	1762196849.299	    40.161	0	0	0	0	conjuge -vI 'périr'
1384	:	1762196850.037	    39.616	0	0	0	0	conjuge -vI perturber
1321	:	1762196840.669	    49.344	0	0	0	0	conjuge -vI orner
1385	:	1762196850.158	    39.970	0	0	0	0	conjuge -vI peser
1301	:	1762196837.495	    52.709	0	0	0	0	conjuge -vI 'obtempérer'
1386	:	1762196850.355	    39.898	0	0	0	0	conjuge -vI 'pétrir'
1392	:	1762196851.204	    39.063	0	0	0	0	conjuge -vI piquer
1388	:	1762196850.664	    39.614	0	0	0	0	conjuge -vI 'piéger'
1393	:	1762196851.534	    38.833	0	0	0	0	conjuge -vI placer
1297	:	1762196836.821	    53.556	0	0	0	0	conjuge -vI obliger
1351	:	1762196845.449	    45.205	0	0	0	0	conjuge -vI passer
1432	:	1762196859.036	    31.648	0	0	0	0	conjuge -vI 'préférer'
1318	:	1762196840.192	    50.614	0	0	0	0	conjuge -vI ordonner
1307	:	1762196838.015	    53.015	0	0	0	0	conjuge -vI ocrer
1305	:	1762196837.715	    53.353	0	0	0	0	conjuge -vI occlure
1336	:	1762196842.562	    48.616	0	0	0	0	conjuge -vI panner
1396	:	1762196851.953	    39.409	0	0	0	0	conjuge -vI plaire
1400	:	1762196852.757	    39.125	0	0	0	0	conjuge -vI planter
1437	:	1762196860.795	    31.371	0	0	0	0	conjuge -vI prescrire
1394	:	1762196851.577	    40.674	0	0	0	0	conjuge -vI plaider
1357	:	1762196846.242	    46.288	0	0	0	0	conjuge -vI pauser
1616	:	1762196888.928	     3.653	0	0	0	0	conjuge -vI remuer
1334	:	1762196842.401	    50.282	0	0	0	0	conjuge -vI pallier
1333	:	1762196842.073	    50.631	0	0	0	0	conjuge -vI 'pâlir'
1342	:	1762196843.809	    48.983	0	0	0	0	conjuge -vI parer
1327	:	1762196841.631	    51.204	0	0	0	0	conjuge -vI ourdir
1402	:	1762196852.775	    40.276	0	0	0	0	conjuge -vI pleuvoir
1401	:	1762196852.767	    40.311	0	0	0	0	conjuge -vI pleurer
1409	:	1762196853.566	    39.905	0	0	0	0	conjuge -vI polir
1404	:	1762196853.134	    40.540	0	0	0	0	conjuge -vI plonger
1411	:	1762196854.080	    39.660	0	0	0	0	conjuge -vI pondre
1407	:	1762196853.421	    40.457	0	0	0	0	conjuge -vI poindre
1413	:	1762196854.408	    39.479	0	0	0	0	conjuge -vI poser
1405	:	1762196853.216	    40.678	0	0	0	0	conjuge -vI ployer
1403	:	1762196852.938	    41.022	0	0	0	0	conjuge -vI plier
1412	:	1762196854.315	    39.994	0	0	0	0	conjuge -vI porter
1418	:	1762196855.154	    39.703	0	0	0	0	conjuge -vI poter
1414	:	1762196854.476	    40.421	0	0	0	0	conjuge -vI positionner
1426	:	1762196856.634	    38.869	0	0	0	0	conjuge -vI 'prêcher'
1331	:	1762196841.749	    53.895	0	0	0	0	conjuge -vI pager
1419	:	1762196855.273	    40.385	0	0	0	0	conjuge -vI pourrir
1454	:	1762196865.209	    30.593	0	0	0	0	conjuge -vI prodiguer
1372	:	1762196848.346	    47.492	0	0	0	0	conjuge -vI 'pénétrer'
1425	:	1762196856.014	    39.891	0	0	0	0	conjuge -vI 'précéder'
1356	:	1762196846.208	    49.888	0	0	0	0	conjuge -vI 'pâtir'
1429	:	1762196856.892	    39.220	0	0	0	0	conjuge -vI 'préconiser'
1421	:	1762196855.517	    40.694	0	0	0	0	conjuge -vI pourvoir
1395	:	1762196851.589	    45.055	0	0	0	0	conjuge -vI plaindre
1424	:	1762196855.856	    40.921	0	0	0	0	conjuge -vI pratiquer
1430	:	1762196858.530	    38.625	0	0	0	0	conjuge -vI 'prédire'
1337	:	1762196842.614	    55.078	0	0	0	0	conjuge -vI panser
1319	:	1762196840.491	    57.489	0	0	0	0	conjuge -vI organiser
1370	:	1762196848.273	    50.299	0	0	0	0	conjuge -vI pencher
1433	:	1762196859.522	    39.085	0	0	0	0	conjuge -vI prendre
1406	:	1762196853.241	    45.378	0	0	0	0	conjuge -vI poiler
1540	:	1762196877.741	    21.105	0	0	0	0	conjuge -vI recommander
1442	:	1762196861.514	    37.878	0	0	0	0	conjuge -vI 'prétendre'
1436	:	1762196860.780	    38.661	0	0	0	0	conjuge -vI 'préparer'
1428	:	1762196856.756	    42.902	0	0	0	0	conjuge -vI 'préciser'
1440	:	1762196861.044	    38.743	0	0	0	0	conjuge -vI pressentir
1441	:	1762196861.192	    38.624	0	0	0	0	conjuge -vI presser
1358	:	1762196846.387	    53.628	0	0	0	0	conjuge -vI paver
1445	:	1762196861.680	    38.455	0	0	0	0	conjuge -vI 'prévenir'
1446	:	1762196862.291	    37.877	0	0	0	0	conjuge -vI 'prévoir'
1241	:	1762196826.313	    74.325	0	0	0	0	conjuge -vI mijoter
1447	:	1762196862.447	    38.319	0	0	0	0	conjuge -vI prier
1444	:	1762196861.562	    39.901	0	0	0	0	conjuge -vI 'prévaloir'
1398	:	1762196852.128	    49.555	0	0	0	0	conjuge -vI planer
1686	:	1762196900.653	     1.198	0	0	0	0	conjuge -vI retomber
1438	:	1762196860.948	    40.980	0	0	0	0	conjuge -vI 'présenter'
1435	:	1762196860.262	    41.970	0	0	0	0	conjuge -vI 'préoccuper'
1378	:	1762196848.974	    53.528	0	0	0	0	conjuge -vI 'pérenniser'
1483	:	1762196870.573	    32.365	0	0	0	0	conjuge -vI quitter
1451	:	1762196864.126	    39.026	0	0	0	0	conjuge -vI 'privilégier'
1487	:	1762196871.435	    31.733	0	0	0	0	conjuge -vI racheter
1452	:	1762196864.230	    39.069	0	0	0	0	conjuge -vI 'procéder'
1497	:	1762196872.736	    30.985	0	0	0	0	conjuge -vI rajouter
1488	:	1762196871.686	    32.151	0	0	0	0	conjuge -vI raconter
1622	:	1762196889.476	    14.406	0	0	0	0	conjuge -vI rendre
1391	:	1762196851.168	    52.970	0	0	0	0	conjuge -vI piper
1443	:	1762196861.547	    42.870	0	0	0	0	conjuge -vI 'prêter'
1390	:	1762196851.160	    53.398	0	0	0	0	conjuge -vI pincer
1422	:	1762196855.553	    49.084	0	0	0	0	conjuge -vI pousser
1456	:	1762196865.422	    39.505	0	0	0	0	conjuge -vI profiter
1397	:	1762196852.102	    52.907	0	0	0	0	conjuge -vI plaisanter
1458	:	1762196865.797	    39.529	0	0	0	0	conjuge -vI progresser
1462	:	1762196866.292	    39.226	0	0	0	0	conjuge -vI promettre
1427	:	1762196856.652	    49.046	0	0	0	0	conjuge -vI 'précipiter'
1466	:	1762196866.670	    39.184	0	0	0	0	conjuge -vI proposer
1624	:	1762196890.019	    16.200	0	0	0	0	conjuge -vI renier
1463	:	1762196866.397	    39.952	0	0	0	0	conjuge -vI promouvoir
1459	:	1762196865.871	    40.642	0	0	0	0	conjuge -vI projeter
1499	:	1762196872.756	    33.774	0	0	0	0	conjuge -vI 'râler'
1399	:	1762196852.570	    53.963	0	0	0	0	conjuge -vI planifier
1470	:	1762196867.297	    39.269	0	0	0	0	conjuge -vI provenir
1461	:	1762196866.280	    40.406	0	0	0	0	conjuge -vI promener
1389	:	1762196850.968	    55.789	0	0	0	0	conjuge -vI pifer
1515	:	1762196874.417	    32.576	0	0	0	0	conjuge -vI rassir
1571	:	1762196883.315	    23.794	0	0	0	0	conjuge -vI 'réduire'
1508	:	1762196873.650	    33.529	0	0	0	0	conjuge -vI rappeler
1468	:	1762196866.886	    40.420	0	0	0	0	conjuge -vI 'protéger'
1469	:	1762196867.186	    40.130	0	0	0	0	conjuge -vI prouver
1516	:	1762196874.453	    32.884	0	0	0	0	conjuge -vI rassurer
1520	:	1762196874.778	    32.708	0	0	0	0	conjuge -vI ravager
1525	:	1762196875.178	    32.582	0	0	0	0	conjuge -vI 'réagir'
1473	:	1762196867.816	    40.072	0	0	0	0	conjuge -vI puer
1474	:	1762196868.076	    39.936	0	0	0	0	conjuge -vI puiser
1567	:	1762196882.728	    25.626	0	0	0	0	conjuge -vI redevoir
1450	:	1762196863.144	    45.430	0	0	0	0	conjuge -vI priver
1476	:	1762196868.788	    39.931	0	0	0	0	conjuge -vI punir
1477	:	1762196868.810	    39.959	0	0	0	0	conjuge -vI qualifier
1479	:	1762196869.168	    39.645	0	0	0	0	conjuge -vI querir
1448	:	1762196862.499	    46.741	0	0	0	0	conjuge -vI primer
1480	:	1762196869.643	    39.787	0	0	0	0	conjuge -vI 'quérir'
1471	:	1762196867.389	    42.252	0	0	0	0	conjuge -vI provoquer
1481	:	1762196869.764	    39.884	0	0	0	0	conjuge -vI questionner
1431	:	1762196858.666	    51.311	0	0	0	0	conjuge -vI 'préétablir'
1735	:	1762196909.460	     0.519	0	0	0	0	conjuge -vI saluer
1484	:	1762196871.099	    39.065	0	0	0	0	conjuge -vI rabattre
1493	:	1762196872.271	    37.901	0	0	0	0	conjuge -vI railler
1455	:	1762196865.242	    46.087	0	0	0	0	conjuge -vI produire
1449	:	1762196863.070	    48.547	0	0	0	0	conjuge -vI priser
1482	:	1762196870.429	    41.263	0	0	0	0	conjuge -vI 'quêter'
1495	:	1762196872.545	    39.313	0	0	0	0	conjuge -vI raisonner
1490	:	1762196871.831	    40.154	0	0	0	0	conjuge -vI 'rafraîchir'
1533	:	1762196876.548	    36.309	0	0	0	0	conjuge -vI 'réceptionner'
1546	:	1762196879.655	    33.214	0	0	0	0	conjuge -vI 'reconnaître'
1501	:	1762196873.156	    40.203	0	0	0	0	conjuge -vI ramasser
1506	:	1762196873.542	    40.090	0	0	0	0	conjuge -vI rapatrier
1502	:	1762196873.279	    40.738	0	0	0	0	conjuge -vI ramener
1465	:	1762196866.448	    47.748	0	0	0	0	conjuge -vI prononcer
1507	:	1762196873.560	    41.032	0	0	0	0	conjuge -vI rapetisser
1453	:	1762196864.626	    50.229	0	0	0	0	conjuge -vI procurer
1478	:	1762196869.001	    46.032	0	0	0	0	conjuge -vI 'quémander'
1475	:	1762196868.599	    46.722	0	0	0	0	conjuge -vI pulluler
1517	:	1762196874.557	    40.970	0	0	0	0	conjuge -vI rater
1472	:	1762196867.785	    48.014	0	0	0	0	conjuge -vI publier
1522	:	1762196875.124	    40.784	0	0	0	0	conjuge -vI ravoir
1536	:	1762196876.915	    39.138	0	0	0	0	conjuge -vI rechercher
1460	:	1762196866.264	    49.853	0	0	0	0	conjuge -vI prolonger
1521	:	1762196874.856	    41.590	0	0	0	0	conjuge -vI ravir
1439	:	1762196860.992	    55.719	0	0	0	0	conjuge -vI 'préserver'
1494	:	1762196872.352	    45.098	0	0	0	0	conjuge -vI raire
1563	:	1762196882.313	    35.156	0	0	0	0	conjuge -vI 'redécouvrir'
1527	:	1762196876.046	    41.427	0	0	0	0	conjuge -vI 'réapparaître'
1509	:	1762196873.825	    43.703	0	0	0	0	conjuge -vI rapporter
1569	:	1762196882.847	    34.915	0	0	0	0	conjuge -vI redire
1534	:	1762196876.574	    41.619	0	0	0	0	conjuge -vI recevoir
1498	:	1762196872.745	    45.953	0	0	0	0	conjuge -vI ralentir
1529	:	1762196876.205	    42.560	0	0	0	0	conjuge -vI rebondir
1575	:	1762196883.986	    34.955	0	0	0	0	conjuge -vI 'réessayer'
1531	:	1762196876.395	    42.809	0	0	0	0	conjuge -vI receler
1564	:	1762196882.347	    37.276	0	0	0	0	conjuge -vI 'redémarrer'
1496	:	1762196872.724	    46.950	0	0	0	0	conjuge -vI rajeunir
1504	:	1762196873.476	    46.233	0	0	0	0	conjuge -vI ramollir
1526	:	1762196875.663	    44.138	0	0	0	0	conjuge -vI 'réaliser'
