Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
357	:	1762196723.307	    16.634	0	0	0	0	conjuge -vI choyer
396	:	1762196723.673	    16.342	0	0	0	0	conjuge -vI communiquer
341	:	1762196723.144	    17.000	0	0	0	0	conjuge -vI charger
295	:	1762196722.701	    17.742	0	0	0	0	conjuge -vI brayer
414	:	1762196723.855	    16.604	0	0	0	0	conjuge -vI concevoir
322	:	1762196722.962	    17.665	0	0	0	0	conjuge -vI 'caractériser'
428	:	1762196723.973	    16.974	0	0	0	0	conjuge -vI confirmer
506	:	1762196724.719	    16.948	0	0	0	0	conjuge -vI croiser
465	:	1762196724.325	    17.506	0	0	0	0	conjuge -vI 'contrôler'
318	:	1762196722.916	    19.055	0	0	0	0	conjuge -vI caper
352	:	1762196723.243	    18.773	0	0	0	0	conjuge -vI chialer
488	:	1762196724.542	    17.606	0	0	0	0	conjuge -vI couper
442	:	1762196724.121	    18.043	0	0	0	0	conjuge -vI conserver
359	:	1762196723.318	    18.873	0	0	0	0	conjuge -vI chuter
390	:	1762196723.616	    18.726	0	0	0	0	conjuge -vI combler
325	:	1762196722.982	    19.423	0	0	0	0	conjuge -vI caser
328	:	1762196723.011	    19.404	0	0	0	0	conjuge -vI caver
321	:	1762196722.949	    19.539	0	0	0	0	conjuge -vI caracoler
330	:	1762196723.040	    19.546	0	0	0	0	conjuge -vI ceindre
438	:	1762196724.075	    18.524	0	0	0	0	conjuge -vI 'conquérir'
441	:	1762196724.107	    18.657	0	0	0	0	conjuge -vI consentir
455	:	1762196724.236	    18.611	0	0	0	0	conjuge -vI contenter
456	:	1762196724.243	    18.632	0	0	0	0	conjuge -vI conter
449	:	1762196724.181	    18.737	0	0	0	0	conjuge -vI construire
409	:	1762196723.796	    19.223	0	0	0	0	conjuge -vI compromettre
523	:	1762196725.025	    18.015	0	0	0	0	conjuge -vI dater
336	:	1762196723.085	    19.968	0	0	0	0	conjuge -vI chahuter
443	:	1762196724.133	    19.031	0	0	0	0	conjuge -vI 'considérer'
452	:	1762196724.213	    19.047	0	0	0	0	conjuge -vI contacter
450	:	1762196724.186	    19.307	0	0	0	0	conjuge -vI consulter
458	:	1762196724.256	    19.339	0	0	0	0	conjuge -vI contraindre
460	:	1762196724.281	    19.336	0	0	0	0	conjuge -vI contredire
356	:	1762196723.285	    20.358	0	0	0	0	conjuge -vI choquer
447	:	1762196724.166	    19.580	0	0	0	0	conjuge -vI constater
467	:	1762196724.344	    19.496	0	0	0	0	conjuge -vI convenir
448	:	1762196724.175	    19.689	0	0	0	0	conjuge -vI constituer
457	:	1762196724.250	    19.869	0	0	0	0	conjuge -vI continuer
384	:	1762196723.572	    20.638	0	0	0	0	conjuge -vI collectionner
386	:	1762196723.590	    20.755	0	0	0	0	conjuge -vI colorer
464	:	1762196724.319	    20.129	0	0	0	0	conjuge -vI contribuer
365	:	1762196723.380	    21.092	0	0	0	0	conjuge -vI citer
459	:	1762196724.263	    20.239	0	0	0	0	conjuge -vI contrarier
425	:	1762196723.953	    20.781	0	0	0	0	conjuge -vI confier
472	:	1762196724.402	    20.351	0	0	0	0	conjuge -vI convoyer
466	:	1762196724.338	    20.678	0	0	0	0	conjuge -vI convaincre
383	:	1762196723.561	    21.472	0	0	0	0	conjuge -vI collecter
347	:	1762196723.187	    21.886	0	0	0	0	conjuge -vI chausser
362	:	1762196723.338	    21.907	0	0	0	0	conjuge -vI circuler
468	:	1762196724.353	    21.058	0	0	0	0	conjuge -vI convertir
469	:	1762196724.366	    21.157	0	0	0	0	conjuge -vI convier
478	:	1762196724.453	    21.381	0	0	0	0	conjuge -vI corriger
471	:	1762196724.387	    21.559	0	0	0	0	conjuge -vI convoquer
476	:	1762196724.440	    21.600	0	0	0	0	conjuge -vI 'corréler'
480	:	1762196724.464	    21.608	0	0	0	0	conjuge -vI corrompre
475	:	1762196724.431	    21.680	0	0	0	0	conjuge -vI copier
371	:	1762196723.424	    22.693	0	0	0	0	conjuge -vI cloner
479	:	1762196724.458	    21.820	0	0	0	0	conjuge -vI corroborer
434	:	1762196724.043	    22.243	0	0	0	0	conjuge -vI conjuguer
429	:	1762196723.984	    22.469	0	0	0	0	conjuge -vI confondre
483	:	1762196724.490	    21.973	0	0	0	0	conjuge -vI 'côtoyer'
490	:	1762196724.556	    21.986	0	0	0	0	conjuge -vI courir
361	:	1762196723.329	    23.476	0	0	0	0	conjuge -vI circonscrire
366	:	1762196723.389	    23.578	0	0	0	0	conjuge -vI claquer
360	:	1762196723.322	    23.661	0	0	0	0	conjuge -vI circoncire
405	:	1762196723.765	    23.271	0	0	0	0	conjuge -vI compliquer
345	:	1762196723.175	    23.937	0	0	0	0	conjuge -vI 'châtier'
402	:	1762196723.737	    23.424	0	0	0	0	conjuge -vI complaire
485	:	1762196724.509	    22.783	0	0	0	0	conjuge -vI coudre
484	:	1762196724.495	    22.921	0	0	0	0	conjuge -vI coucher
440	:	1762196724.095	    23.421	0	0	0	0	conjuge -vI conseiller
489	:	1762196724.548	    23.000	0	0	0	0	conjuge -vI courbaturer
377	:	1762196723.494	    24.065	0	0	0	0	conjuge -vI cogiter
496	:	1762196724.621	    22.961	0	0	0	0	conjuge -vI craindre
494	:	1762196724.589	    23.016	0	0	0	0	conjuge -vI couvrir
492	:	1762196724.574	    23.136	0	0	0	0	conjuge -vI 'coûter'
424	:	1762196723.944	    24.032	0	0	0	0	conjuge -vI confesser
502	:	1762196724.673	    23.386	0	0	0	0	conjuge -vI crever
368	:	1762196723.404	    24.672	0	0	0	0	conjuge -vI classer
503	:	1762196724.686	    23.471	0	0	0	0	conjuge -vI crier
436	:	1762196724.058	    24.301	0	0	0	0	conjuge -vI 'connaître'
508	:	1762196724.732	    23.757	0	0	0	0	conjuge -vI croquer
507	:	1762196724.726	    23.800	0	0	0	0	conjuge -vI 'croître'
437	:	1762196724.070	    24.506	0	0	0	0	conjuge -vI connecter
505	:	1762196724.711	    23.871	0	0	0	0	conjuge -vI croire
500	:	1762196724.657	    23.973	0	0	0	0	conjuge -vI 'créer'
498	:	1762196724.643	    24.043	0	0	0	0	conjuge -vI craquer
514	:	1762196724.794	    24.013	0	0	0	0	conjuge -vI cuisiner
439	:	1762196724.085	    24.905	0	0	0	0	conjuge -vI consacrer
426	:	1762196723.959	    25.040	0	0	0	0	conjuge -vI configurer
431	:	1762196724.004	    25.177	0	0	0	0	conjuge -vI confronter
516	:	1762196724.814	    24.500	0	0	0	0	conjuge -vI cumuler
433	:	1762196724.036	    25.492	0	0	0	0	conjuge -vI conjoindre
401	:	1762196723.726	    25.872	0	0	0	0	conjuge -vI compiler
515	:	1762196724.805	    24.807	0	0	0	0	conjuge -vI cultiver
512	:	1762196724.762	    25.054	0	0	0	0	conjuge -vI cueillir
358	:	1762196723.314	    26.632	0	0	0	0	conjuge -vI chuchoter
355	:	1762196723.266	    26.766	0	0	0	0	conjuge -vI choper
389	:	1762196723.607	    26.614	0	0	0	0	conjuge -vI combiner
513	:	1762196724.784	    25.713	0	0	0	0	conjuge -vI cuire
363	:	1762196723.349	    27.216	0	0	0	0	conjuge -vI cirer
526	:	1762196725.504	    25.115	0	0	0	0	conjuge -vI 'débarrasser'
432	:	1762196724.030	    26.601	0	0	0	0	conjuge -vI congeler
444	:	1762196724.142	    26.591	0	0	0	0	conjuge -vI consister
477	:	1762196724.448	    26.368	0	0	0	0	conjuge -vI correspondre
527	:	1762196725.698	    25.210	0	0	0	0	conjuge -vI 'débattre'
481	:	1762196724.470	    26.440	0	0	0	0	conjuge -vI coter
454	:	1762196724.228	    26.976	0	0	0	0	conjuge -vI contenir
430	:	1762196723.991	    27.421	0	0	0	0	conjuge -vI conformer
532	:	1762196726.237	    25.523	0	0	0	0	conjuge -vI 'déborder'
748	:	1762196751.765	     0.554	0	0	0	0	conjuge -vI 'élever'
422	:	1762196723.927	    28.626	0	0	0	0	conjuge -vI confectionner
427	:	1762196723.968	    28.608	0	0	0	0	conjuge -vI confire
453	:	1762196724.221	    28.865	0	0	0	0	conjuge -vI contempler
463	:	1762196724.312	    29.050	0	0	0	0	conjuge -vI contrevenir
536	:	1762196727.268	    26.182	0	0	0	0	conjuge -vI 'débuter'
435	:	1762196724.052	    29.500	0	0	0	0	conjuge -vI conjurer
504	:	1762196724.699	    28.960	0	0	0	0	conjuge -vI critiquer
538	:	1762196728.850	    25.016	0	0	0	0	conjuge -vI 'décéder'
482	:	1762196724.480	    29.549	0	0	0	0	conjuge -vI cotiser
537	:	1762196727.419	    26.735	0	0	0	0	conjuge -vI 'décaler'
470	:	1762196724.374	    29.931	0	0	0	0	conjuge -vI convoiter
487	:	1762196724.532	    30.086	0	0	0	0	conjuge -vI couler
540	:	1762196729.815	    25.366	0	0	0	0	conjuge -vI 'décevoir'
545	:	1762196731.204	    24.104	0	0	0	0	conjuge -vI 'décider'
445	:	1762196724.152	    31.796	0	0	0	0	conjuge -vI consoler
461	:	1762196724.294	    31.672	0	0	0	0	conjuge -vI contrefaire
446	:	1762196724.158	    31.895	0	0	0	0	conjuge -vI consommer
629	:	1762196739.290	    16.854	0	0	0	0	conjuge -vI 'désobéir'
549	:	1762196732.113	    24.433	0	0	0	0	conjuge -vI 'décoller'
552	:	1762196732.445	    24.266	0	0	0	0	conjuge -vI 'décorer'
462	:	1762196724.304	    32.529	0	0	0	0	conjuge -vI contrer
525	:	1762196725.373	    31.751	0	0	0	0	conjuge -vI 'débarquer'
524	:	1762196725.356	    31.876	0	0	0	0	conjuge -vI 'déballer'
563	:	1762196733.766	    23.905	0	0	0	0	conjuge -vI 'dédire'
555	:	1762196732.721	    24.970	0	0	0	0	conjuge -vI 'décourager'
451	:	1762196724.198	    33.564	0	0	0	0	conjuge -vI consumer
510	:	1762196724.742	    33.027	0	0	0	0	conjuge -vI crotter
559	:	1762196733.349	    24.434	0	0	0	0	conjuge -vI 'décrocher'
556	:	1762196733.146	    24.800	0	0	0	0	conjuge -vI 'découvrir'
557	:	1762196733.243	    24.773	0	0	0	0	conjuge -vI 'décrier'
473	:	1762196724.414	    33.728	0	0	0	0	conjuge -vI 'coopérer'
568	:	1762196734.029	    24.220	0	0	0	0	conjuge -vI 'défier'
564	:	1762196733.774	    24.483	0	0	0	0	conjuge -vI 'déduire'
495	:	1762196724.604	    33.689	0	0	0	0	conjuge -vI cracher
501	:	1762196724.662	    33.671	0	0	0	0	conjuge -vI creuser
522	:	1762196724.886	    33.471	0	0	0	0	conjuge -vI danser
528	:	1762196725.715	    33.242	0	0	0	0	conjuge -vI 'débiter'
474	:	1762196724.422	    34.680	0	0	0	0	conjuge -vI coordonner
560	:	1762196733.571	    25.756	0	0	0	0	conjuge -vI 'décroître'
517	:	1762196724.821	    34.555	0	0	0	0	conjuge -vI curer
486	:	1762196724.521	    34.960	0	0	0	0	conjuge -vI couiner
574	:	1762196734.751	    24.777	0	0	0	0	conjuge -vI 'dégeler'
567	:	1762196734.023	    25.542	0	0	0	0	conjuge -vI 'défendre'
582	:	1762196735.666	    24.052	0	0	0	0	conjuge -vI 'délayer'
573	:	1762196734.583	    25.292	0	0	0	0	conjuge -vI 'dégager'
497	:	1762196724.635	    35.345	0	0	0	0	conjuge -vI cramer
519	:	1762196724.835	    35.230	0	0	0	0	conjuge -vI daller
580	:	1762196735.436	    24.914	0	0	0	0	conjuge -vI 'déguster'
531	:	1762196726.115	    34.275	0	0	0	0	conjuge -vI 'débloquer'
583	:	1762196735.686	    24.729	0	0	0	0	conjuge -vI 'déléguer'
541	:	1762196730.020	    30.404	0	0	0	0	conjuge -vI 'décharger'
530	:	1762196726.046	    34.506	0	0	0	0	conjuge -vI 'déblayer'
587	:	1762196735.845	    24.717	0	0	0	0	conjuge -vI 'démanteler'
591	:	1762196736.029	    24.645	0	0	0	0	conjuge -vI 'démentir'
585	:	1762196735.831	    24.890	0	0	0	0	conjuge -vI 'délivrer'
586	:	1762196735.839	    24.894	0	0	0	0	conjuge -vI demander
493	:	1762196724.580	    36.183	0	0	0	0	conjuge -vI couver
588	:	1762196735.955	    24.902	0	0	0	0	conjuge -vI 'démarrer'
533	:	1762196726.486	    34.539	0	0	0	0	conjuge -vI 'déboucher'
589	:	1762196735.993	    25.105	0	0	0	0	conjuge -vI 'déménager'
579	:	1762196735.260	    26.045	0	0	0	0	conjuge -vI 'déguerpir'
518	:	1762196724.827	    36.587	0	0	0	0	conjuge -vI daigner
593	:	1762196736.142	    25.299	0	0	0	0	conjuge -vI demeurer
596	:	1762196736.334	    25.315	0	0	0	0	conjuge -vI 'démontrer'
595	:	1762196736.325	    25.562	0	0	0	0	conjuge -vI 'démolir'
544	:	1762196731.075	    31.006	0	0	0	0	conjuge -vI 'déchoir'
499	:	1762196724.651	    37.563	0	0	0	0	conjuge -vI 'créditer'
605	:	1762196736.937	    25.573	0	0	0	0	conjuge -vI 'dépasser'
547	:	1762196731.530	    31.259	0	0	0	0	conjuge -vI 'déclencher'
511	:	1762196724.755	    38.328	0	0	0	0	conjuge -vI croupir
602	:	1762196736.863	    26.383	0	0	0	0	conjuge -vI 'dénuer'
542	:	1762196730.412	    33.023	0	0	0	0	conjuge -vI 'déchiqueter'
609	:	1762196737.266	    26.513	0	0	0	0	conjuge -vI 'dépendre'
520	:	1762196724.856	    38.973	0	0	0	0	conjuge -vI damer
558	:	1762196733.325	    30.609	0	0	0	0	conjuge -vI 'décrire'
610	:	1762196737.365	    26.608	0	0	0	0	conjuge -vI 'dépenser'
607	:	1762196737.193	    26.863	0	0	0	0	conjuge -vI 'dépêcher'
562	:	1762196733.755	    30.661	0	0	0	0	conjuge -vI 'dédier'
661	:	1762196742.863	    21.728	0	0	0	0	conjuge -vI 'différer'
546	:	1762196731.415	    33.450	0	0	0	0	conjuge -vI 'déclarer'
613	:	1762196737.683	    27.286	0	0	0	0	conjuge -vI 'déplaire'
616	:	1762196737.966	    27.191	0	0	0	0	conjuge -vI 'déposer'
614	:	1762196737.691	    27.485	0	0	0	0	conjuge -vI 'déplier'
535	:	1762196727.060	    38.203	0	0	0	0	conjuge -vI 'débrouiller'
554	:	1762196732.497	    33.032	0	0	0	0	conjuge -vI 'découper'
617	:	1762196738.006	    27.692	0	0	0	0	conjuge -vI 'déprimer'
509	:	1762196724.737	    41.043	0	0	0	0	conjuge -vI crosser
553	:	1762196732.473	    33.500	0	0	0	0	conjuge -vI 'découdre'
521	:	1762196724.869	    41.255	0	0	0	0	conjuge -vI damner
550	:	1762196732.278	    33.971	0	0	0	0	conjuge -vI 'décommettre'
491	:	1762196724.563	    41.704	0	0	0	0	conjuge -vI courre
590	:	1762196735.998	    30.436	0	0	0	0	conjuge -vI 'démener'
622	:	1762196738.780	    27.725	0	0	0	0	conjuge -vI 'désapprendre'
572	:	1762196734.548	    32.261	0	0	0	0	conjuge -vI 'défrayer'
623	:	1762196738.809	    28.233	0	0	0	0	conjuge -vI descendre
636	:	1762196739.790	    27.314	0	0	0	0	conjuge -vI 'détailler'
548	:	1762196731.908	    35.266	0	0	0	0	conjuge -vI 'décliner'
632	:	1762196739.404	    27.794	0	0	0	0	conjuge -vI desservir
626	:	1762196739.042	    28.221	0	0	0	0	conjuge -vI 'désigner'
637	:	1762196739.796	    27.506	0	0	0	0	conjuge -vI 'détaler'
529	:	1762196725.882	    41.483	0	0	0	0	conjuge -vI 'déblatérer'
627	:	1762196739.074	    28.478	0	0	0	0	conjuge -vI 'désirer'
612	:	1762196737.530	    30.092	0	0	0	0	conjuge -vI 'déplacer'
581	:	1762196735.627	    32.112	0	0	0	0	conjuge -vI 'déjeuner'
578	:	1762196734.985	    32.832	0	0	0	0	conjuge -vI 'dégoûter'
633	:	1762196739.450	    28.486	0	0	0	0	conjuge -vI dessiner
635	:	1762196739.689	    28.286	0	0	0	0	conjuge -vI 'détacher'
644	:	1762196740.475	    28.127	0	0	0	0	conjuge -vI 'détester'
543	:	1762196730.905	    37.814	0	0	0	0	conjuge -vI 'déchirer'
640	:	1762196739.953	    28.875	0	0	0	0	conjuge -vI 'détendre'
641	:	1762196740.021	    28.854	0	0	0	0	conjuge -vI 'détenir'
647	:	1762196741.672	    27.219	0	0	0	0	conjuge -vI 'développer'
534	:	1762196726.690	    42.200	0	0	0	0	conjuge -vI 'débouillir'
584	:	1762196735.823	    33.120	0	0	0	0	conjuge -vI 'délier'
539	:	1762196729.368	    39.944	0	0	0	0	conjuge -vI 'déceler'
551	:	1762196732.417	    37.047	0	0	0	0	conjuge -vI 'déconner'
648	:	1762196741.842	    27.894	0	0	0	0	conjuge -vI devenir
565	:	1762196733.943	    36.447	0	0	0	0	conjuge -vI 'défaillir'
569	:	1762196734.247	    36.269	0	0	0	0	conjuge -vI 'défiler'
594	:	1762196736.261	    34.308	0	0	0	0	conjuge -vI 'démissionner'
650	:	1762196742.025	    28.574	0	0	0	0	conjuge -vI 'dévier'
651	:	1762196742.165	    28.730	0	0	0	0	conjuge -vI deviner
653	:	1762196742.197	    28.960	0	0	0	0	conjuge -vI devoir
601	:	1762196736.809	    34.355	0	0	0	0	conjuge -vI 'dénoncer'
655	:	1762196742.414	    28.783	0	0	0	0	conjuge -vI 'dévouer'
864	:	1762196769.329	     2.167	0	0	0	0	conjuge -vI 'équivaloir'
871	:	1762196770.901	     0.596	0	0	0	0	conjuge -vI ester
657	:	1762196742.497	    29.072	0	0	0	0	conjuge -vI diagnostiquer
643	:	1762196740.459	    31.123	0	0	0	0	conjuge -vI 'déterminer'
618	:	1762196738.060	    33.529	0	0	0	0	conjuge -vI 'déranger'
597	:	1762196736.515	    35.162	0	0	0	0	conjuge -vI 'démordre'
603	:	1762196736.886	    35.037	0	0	0	0	conjuge -vI 'dépanner'
701	:	1762196746.821	    25.130	0	0	0	0	conjuge -vI draguer
600	:	1762196736.802	    35.363	0	0	0	0	conjuge -vI 'dénigrer'
571	:	1762196734.532	    37.763	0	0	0	0	conjuge -vI 'défoncer'
673	:	1762196743.762	    28.625	0	0	0	0	conjuge -vI 'disparaître'
665	:	1762196743.048	    29.352	0	0	0	0	conjuge -vI diminuer
660	:	1762196742.772	    29.649	0	0	0	0	conjuge -vI 'différencier'
668	:	1762196743.277	    29.179	0	0	0	0	conjuge -vI diriger
671	:	1762196743.631	    28.927	0	0	0	0	conjuge -vI discuter
619	:	1762196738.089	    34.556	0	0	0	0	conjuge -vI 'déraper'
662	:	1762196742.886	    29.828	0	0	0	0	conjuge -vI diffuser
615	:	1762196737.717	    35.234	0	0	0	0	conjuge -vI 'déployer'
625	:	1762196738.987	    33.986	0	0	0	0	conjuge -vI 'déshabiller'
645	:	1762196740.644	    32.668	0	0	0	0	conjuge -vI 'détruire'
599	:	1762196736.634	    36.697	0	0	0	0	conjuge -vI 'dénier'
666	:	1762196743.060	    30.331	0	0	0	0	conjuge -vI 'dîner'
621	:	1762196738.445	    35.082	0	0	0	0	conjuge -vI 'dérouler'
676	:	1762196744.136	    29.396	0	0	0	0	conjuge -vI disposer
682	:	1762196744.752	    28.780	0	0	0	0	conjuge -vI distribuer
680	:	1762196744.487	    29.138	0	0	0	0	conjuge -vI distinguer
667	:	1762196743.182	    30.603	0	0	0	0	conjuge -vI dire
561	:	1762196733.641	    40.184	0	0	0	0	conjuge -vI 'dédicacer'
592	:	1762196736.053	    37.822	0	0	0	0	conjuge -vI 'démettre'
679	:	1762196744.464	    29.519	0	0	0	0	conjuge -vI dissoudre
675	:	1762196743.868	    30.296	0	0	0	0	conjuge -vI disperser
575	:	1762196734.760	    39.657	0	0	0	0	conjuge -vI 'dégénérer'
646	:	1762196740.964	    33.579	0	0	0	0	conjuge -vI devancer
606	:	1762196737.177	    37.566	0	0	0	0	conjuge -vI 'dépecer'
681	:	1762196744.509	    30.327	0	0	0	0	conjuge -vI distraire
628	:	1762196739.102	    35.832	0	0	0	0	conjuge -vI 'désister'
695	:	1762196746.122	    29.144	0	0	0	0	conjuge -vI dormir
910	:	1762196774.939	     0.531	0	0	0	0	conjuge -vI exempter
691	:	1762196745.963	    29.539	0	0	0	0	conjuge -vI donner
639	:	1762196739.937	    35.773	0	0	0	0	conjuge -vI 'déteindre'
700	:	1762196746.553	    29.865	0	0	0	0	conjuge -vI douter
598	:	1762196736.608	    40.042	0	0	0	0	conjuge -vI 'démunir'
656	:	1762196742.423	    34.797	0	0	0	0	conjuge -vI 'dévoyer'
611	:	1762196737.476	    40.001	0	0	0	0	conjuge -vI 'dépérir'
699	:	1762196746.468	    31.113	0	0	0	0	conjuge -vI douer
620	:	1762196738.141	    39.537	0	0	0	0	conjuge -vI 'déroger'
624	:	1762196738.829	    38.851	0	0	0	0	conjuge -vI 'désespérer'
654	:	1762196742.347	    35.667	0	0	0	0	conjuge -vI 'dévorer'
608	:	1762196737.229	    40.945	0	0	0	0	conjuge -vI 'dépeindre'
658	:	1762196742.595	    35.611	0	0	0	0	conjuge -vI dialoguer
706	:	1762196747.168	    31.056	0	0	0	0	conjuge -vI durcir
649	:	1762196741.987	    36.265	0	0	0	0	conjuge -vI 'dévêtir'
631	:	1762196739.359	    39.226	0	0	0	0	conjuge -vI dessaisir
630	:	1762196739.346	    39.262	0	0	0	0	conjuge -vI 'désoler'
707	:	1762196747.308	    31.328	0	0	0	0	conjuge -vI durer
634	:	1762196739.563	    39.383	0	0	0	0	conjuge -vI destiner
713	:	1762196747.611	    31.388	0	0	0	0	conjuge -vI 'échapper'
708	:	1762196747.432	    31.922	0	0	0	0	conjuge -vI 'ébahir'
604	:	1762196736.909	    42.463	0	0	0	0	conjuge -vI 'départir'
663	:	1762196742.925	    36.480	0	0	0	0	conjuge -vI 'digérer'
711	:	1762196747.568	    31.976	0	0	0	0	conjuge -vI 'éblouir'
577	:	1762196734.965	    44.861	0	0	0	0	conjuge -vI 'dégourdir'
686	:	1762196745.080	    34.887	0	0	0	0	conjuge -vI divorcer
712	:	1762196747.590	    32.465	0	0	0	0	conjuge -vI 'échanger'
719	:	1762196748.366	    31.923	0	0	0	0	conjuge -vI 'éclairer'
715	:	1762196747.994	    32.335	0	0	0	0	conjuge -vI 'échoir'
716	:	1762196748.070	    32.291	0	0	0	0	conjuge -vI 'échouer'
720	:	1762196748.506	    31.855	0	0	0	0	conjuge -vI 'éclater'
726	:	1762196748.816	    31.707	0	0	0	0	conjuge -vI 'écraser'
728	:	1762196749.012	    31.680	0	0	0	0	conjuge -vI 'écrire'
732	:	1762196749.611	    31.256	0	0	0	0	conjuge -vI effectuer
725	:	1762196748.690	    32.383	0	0	0	0	conjuge -vI 'écouter'
730	:	1762196749.330	    32.278	0	0	0	0	conjuge -vI 'éduquer'
659	:	1762196742.605	    39.101	0	0	0	0	conjuge -vI dicter
664	:	1762196743.036	    38.779	0	0	0	0	conjuge -vI diluer
738	:	1762196750.514	    31.470	0	0	0	0	conjuge -vI 'égarer'
734	:	1762196749.825	    32.195	0	0	0	0	conjuge -vI effondrer
694	:	1762196746.117	    35.978	0	0	0	0	conjuge -vI dorloter
736	:	1762196750.039	    32.078	0	0	0	0	conjuge -vI effrayer
672	:	1762196743.652	    38.588	0	0	0	0	conjuge -vI disjoindre
669	:	1762196743.510	    38.770	0	0	0	0	conjuge -vI disconvenir
638	:	1762196739.850	    42.595	0	0	0	0	conjuge -vI 'détecter'
670	:	1762196743.611	    39.001	0	0	0	0	conjuge -vI discourir
703	:	1762196747.001	    35.969	0	0	0	0	conjuge -vI dresser
642	:	1762196740.152	    43.138	0	0	0	0	conjuge -vI 'détériorer'
678	:	1762196744.352	    38.956	0	0	0	0	conjuge -vI dissiper
693	:	1762196746.078	    37.835	0	0	0	0	conjuge -vI dorer
745	:	1762196750.934	    33.048	0	0	0	0	conjuge -vI 'élaguer'
749	:	1762196752.328	    31.736	0	0	0	0	conjuge -vI 'éliminer'
747	:	1762196751.424	    32.828	0	0	0	0	conjuge -vI 'élargir'
751	:	1762196752.580	    32.002	0	0	0	0	conjuge -vI 'éloigner'
688	:	1762196745.420	    39.207	0	0	0	0	conjuge -vI doigter
718	:	1762196748.170	    36.929	0	0	0	0	conjuge -vI 'éclaircir'
687	:	1762196745.253	    39.862	0	0	0	0	conjuge -vI divulguer
729	:	1762196749.187	    35.976	0	0	0	0	conjuge -vI 'éditer'
750	:	1762196752.559	    32.691	0	0	0	0	conjuge -vI 'élire'
677	:	1762196744.219	    41.263	0	0	0	0	conjuge -vI disputer
702	:	1762196746.984	    38.850	0	0	0	0	conjuge -vI draper
757	:	1762196753.875	    32.048	0	0	0	0	conjuge -vI embaucher
690	:	1762196745.850	    40.186	0	0	0	0	conjuge -vI dominer
753	:	1762196753.379	    32.844	0	0	0	0	conjuge -vI emballer
759	:	1762196754.170	    32.118	0	0	0	0	conjuge -vI 'embêter'
685	:	1762196745.048	    41.540	0	0	0	0	conjuge -vI diviser
689	:	1762196745.539	    41.078	0	0	0	0	conjuge -vI doler
576	:	1762196734.850	    51.882	0	0	0	0	conjuge -vI 'déglutir'
758	:	1762196754.047	    32.750	0	0	0	0	conjuge -vI embellir
762	:	1762196755.187	    31.761	0	0	0	0	conjuge -vI embrasser
696	:	1762196746.283	    40.825	0	0	0	0	conjuge -vI doter
684	:	1762196745.034	    42.312	0	0	0	0	conjuge -vI divertir
674	:	1762196743.846	    43.636	0	0	0	0	conjuge -vI dispenser
752	:	1762196753.091	    34.465	0	0	0	0	conjuge -vI 'émaner'
714	:	1762196747.719	    39.858	0	0	0	0	conjuge -vI 'écher'
727	:	1762196749.000	    38.585	0	0	0	0	conjuge -vI 'écrier'
764	:	1762196755.965	    31.866	0	0	0	0	conjuge -vI 'émerger'
763	:	1762196755.324	    32.765	0	0	0	0	conjuge -vI embrayer
721	:	1762196748.538	    39.675	0	0	0	0	conjuge -vI 'éclore'
683	:	1762196744.769	    43.589	0	0	0	0	conjuge -vI diverger
652	:	1762196742.175	    46.220	0	0	0	0	conjuge -vI 'dévoiler'
771	:	1762196757.140	    31.388	0	0	0	0	conjuge -vI 'émouvoir'
765	:	1762196755.981	    32.605	0	0	0	0	conjuge -vI 'émettre'
709	:	1762196747.524	    41.093	0	0	0	0	conjuge -vI 'ébattre'
697	:	1762196746.293	    42.335	0	0	0	0	conjuge -vI doubler
775	:	1762196757.767	    30.878	0	0	0	0	conjuge -vI empirer
710	:	1762196747.556	    41.128	0	0	0	0	conjuge -vI 'éberluer'
698	:	1762196746.461	    42.529	0	0	0	0	conjuge -vI doucher
769	:	1762196756.728	    32.561	0	0	0	0	conjuge -vI emmener
705	:	1762196747.128	    42.504	0	0	0	0	conjuge -vI dupliquer
773	:	1762196757.691	    32.012	0	0	0	0	conjuge -vI 'empêcher'
777	:	1762196757.789	    32.203	0	0	0	0	conjuge -vI employer
722	:	1762196748.580	    41.471	0	0	0	0	conjuge -vI 'écoeurer'
778	:	1762196757.952	    32.366	0	0	0	0	conjuge -vI emporter
781	:	1762196758.257	    32.250	0	0	0	0	conjuge -vI emprunter
740	:	1762196750.629	    39.880	0	0	0	0	conjuge -vI 'égoutter'
731	:	1762196749.535	    40.981	0	0	0	0	conjuge -vI effacer
692	:	1762196746.046	    44.763	0	0	0	0	conjuge -vI doper
704	:	1762196747.041	    44.066	0	0	0	0	conjuge -vI duper
784	:	1762196758.338	    32.793	0	0	0	0	conjuge -vI 'enchaîner'
783	:	1762196758.300	    33.026	0	0	0	0	conjuge -vI encaisser
724	:	1762196748.636	    42.781	0	0	0	0	conjuge -vI 'écouler'
756	:	1762196753.670	    37.909	0	0	0	0	conjuge -vI embatre
717	:	1762196748.084	    43.791	0	0	0	0	conjuge -vI 'éclabousser'
723	:	1762196748.586	    43.477	0	0	0	0	conjuge -vI 'éconduire'
791	:	1762196759.541	    32.600	0	0	0	0	conjuge -vI endormir
890	:	1762196772.650	    19.508	0	0	0	0	conjuge -vI 'étudier'
